"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"NBL","Noble Energy Inc.","64.3","23059841356.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nbl",
"NOA","North American Energy Partners, Inc.","4.89","177267419.34","n/a","2006","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/noa",
"NRT","North European Oil Royality Trust","25","229764750","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nrt",
"NOG","Northern Oil and Gas, Inc.","13.7","873841512.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nog",
"NTI","Northern Tier Energy LP","24.07","2213347631.19","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/nti",
"NS","Nustar Energy L.P.","45.4","3536027941.2","n/a","1993","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/ns",
"NSH","Nustar GP Holdings, LLC","26.77","1141048388.42","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nsh",
"NSS","NuStar Logistics, L.P.","26.6792","0","n/a","1988","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nss",
"NES","Nuverra Environmental Solutions, Inc.","3.44","867532726.24","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/nes",
"OAS","Oasis Petroleum Inc.","41.9","3920981343.3","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oas",
"OXY","Occidental Petroleum Corporation","90.22","72685175516.2","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oxy",
"ORIG","Ocean Rig UDW Inc.","17.7","2331534765.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/orig",
"OII","Oceaneering International, Inc.","79.11","8559470524.14","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/oii",
"OIS","Oil States International, Inc.","96.31","5293494234.8","n/a","2001","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/ois",
"OILT","Oiltanking Partners, L.P.","49.29","1917371240.58","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/oilt",
"OXF","Oxford Resource Partners, LP","2.1699","45141091.5195","n/a","2010","Energy","Coal Mining","http://www.nasdaq.com/symbol/oxf",
"ROYT","Pacific Coast Oil Trust","17","655913686","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royt",
"PACD","Pacific Drilling S.A.","9.49","2058399980","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pacd",
"PHX","Panhandle Royalty Company","31.65","260938330.05","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/phx",
"PKD","Parker Drilling Company","5.21","620609750.34","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pkd",
"PTEN","Patterson-UTI Energy, Inc.","20.94","3075874568.82","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pten",
"PBF","PBF Energy Inc.","23.11","545716674.36","n/a","2004","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/pbf",
"PDCE","PDC Energy, Inc.","55.46","1682728608.92","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pdce",
"BTU","Peabody Energy Corporation","15.99","4311371627.55","n/a","2001","Energy","Coal Mining","http://www.nasdaq.com/symbol/btu",
"PBA","Pembina Pipeline Corp.","32.36","9934286263.72","n/a","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pba",
"PGH","Pengrowth Energy Corporation","5.1","2636174292","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pgh",
"PVA","Penn Virginia Corporation","4.9","319592244.3","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pva",
"PWE","Penn West Petroleum Ltd","11.55","5601827950.95","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pwe",
"PBT","Permian Basin Royalty Trust","13.34","621761338.64","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pbt",
"PZE","Petrobras Argentina S.A.","3.67","740973000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pze",
"PTR","PetroChina Company Limited","118.64","217136088061.92","n/a","2000","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ptr",
"PBR","Petroleo Brasileiro S.A.- Petrobras","13.05","85115342468.25","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pbr",
"PBR/A","Petroleo Brasileiro S.A.- Petrobras","13.75","0","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pbr/a",
"PQ","Petroquest Energy Inc","4.65","299710704.75","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pq",
"PSX","Phillips 66","59.09","36590445056.87","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/psx",
"PES","Pioneer Energy Services Corp.","7.13","443304755.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pes",
"PXD","Pioneer Natural Resources Company","153.43","20955176195.27","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pxd",
"PSE","Pioneer Southwest Energy Partners L.P.","36","1285693200","n/a","2008","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pse",
"PAA","Plains All American Pipeline, L.P.","56.43","19135020980.79","n/a","1998","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/paa",
"PLUG","Plug Power, Inc.","0.3896","24934400","n/a","1999","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/plug",
"PSTR","PostRock Energy Corporation","1.5701","38096507.5946","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pstr",
"PSIX","Power Solutions International, Inc.","45.24","420164418.96","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/psix",
"PDS","Precision Drilling Corporation","9.23","2553458234.08","n/a","1973","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pds",
"PNRG","PrimeEnergy Corporation","38.91","94857755.16","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pnrg",
"PDO","Pyramid Oil Co","4.25","19924361.25","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pdo",
"QEP","QEP Resources, Inc.","29.62","5309820976.78","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qep",
"QRE","QR Energy, LP","16.72","1182373292.32","n/a","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qre",
"KWK","Quicksilver Resources Inc.","1.69","298324023.79","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/kwk",
"RRC","Range Resources Corporation","77.3","12605510975.1","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rrc",
"RCON","Recon Technology, Ltd.","1.84","7271332.24","n/a","2009","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/rcon",
"RECV","Recovery Energy, Inc.","1.65","30618941.1","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/recv",
"RGP","Regency Energy Partners LP","28.69","5805290903.12","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rgp",
"REN           ","Resolute Energy Corporation","8.31","659137939.95","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ren           ",
"REXX","Rex Energy Corporation","18.06","961292587.08","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rexx",
"RNO","Rhino Resource Partners LP","13.36","371032530.56","n/a","2010","Energy","Coal Mining","http://www.nasdaq.com/symbol/rno",
"RSTI","Rofin-Sinar Technologies, Inc.","24.42","690470957.88","n/a","1996","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rsti",
"RRMS","Rose Rock Midstream, L.P.","37.2","801038388","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/rrms",
"ROSE","Rosetta Resources Inc.","46.39","2833935178.45","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rose",
"RDC","Rowan Companies plc","35.16","4366848759.24","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rdc",
"ROYL","Royale Energy, Inc.","2.75","35875028.75","n/a","1970","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royl",
"RES","RPC, Inc.","14.2","3131941066","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/res",
"SBR","Sabine Royalty Trust","51.425","749742816.625","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sbr",
"SSN","Samson Oil & Gas Limited","0.4651","49180414.4392","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn",
"SJT","San Juan Basin Royalty Trust","16.08","749469439.68","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","23.83","824985854.39","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sn",
"SD","Sandridge Energy Inc.","4.87","2407328986.29","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sd",
"SDT","SandRidge Mississippian Trust I","13.64","381920000","n/a","2001","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdt",
"SDR","SandRidge Mississippian Trust II","13.58","675265500","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdr",
"PER","SandRidge Permian Trust","15.58","817950000","n/a","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/per",
"SARA","Saratoga Resources Inc","1.66","51313257.66","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sara",
"SSL","Sasol Ltd.","44.82","29093642706.42","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssl",
"SLB","Schlumberger N.V.","76.84","102154944300.88","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/slb",
"SDLP","Seadrill Partners LLC","28.31","1170855596.25","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdlp",
"SEMG","Semgroup Corporation","56.28","2366558748.12","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/semg",
"SEV","Sevcon, Inc.","4.82","16764870.98","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sev",
"SI","Siemens AG","107.33","90512970185.56","n/a","1988","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/si",
"SM","SM Energy Company","64.27","4259547208.48","n/a","1997","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sm",
"SOQ","Sonde Resources Corp","0.93","57940344.78","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/soq",
"SWN","Southwestern Energy Company","38.74","13617967703.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swn",
"SPB           ","Spectrum Brands Holdings, Inc.","57.77","3012182277.11","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spb           ",
"STO","Statoil ASA","21.43","68332707417.29","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/sto",
"SGY","Stone Energy Corporation","24.35","1216725913.5","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sgy",
"SU","Suncor Energy  Inc.","31.2","47038150598.4","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/su",
"SXL","Sunoco Logistics Partners LP","63.99","6642010791.63","n/a","2002","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxl",
"SPN","Superior Energy Services, Inc.","27.5","4387991135","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/spn",
"SUSP","Susser Petroleum Partners LP","29.66","648927343.52","n/a","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/susp",
"SFY","Swift Energy Company","12.43","538940673.37","n/a","1981","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sfy",
"SYRG","Synergy Resources Corporation","7.31","504042994.3","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/syrg",
"SYNM","Syntroleum Corporation","7.05","70021220.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/synm",
"TLM","Talisman Energy Inc.","11.47","11866352548.48","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tlm",
"TGC","Tengasco, Inc.","0.5121","31157399.6973","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc",
"TESO","Tesco Corporation","13.47","524642114.04","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/teso",
"TSO","Tesoro Corporation","55.2","7496998819.2","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/tso",
"TLLP","Tesoro Logistics LP","57.15","2687606880.3","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/tllp",
"TTI","Tetra Technologies, Inc.","11.13","871143697.62","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tti",
"TGE","TGC Industries, Inc.","8.85","183784383.45","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tge",
"THR","Thermon Group Holdings, Inc.","21.33","668869894.08","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/thr",
"TOT","TotalFinaElf, S.A.","50.47","113938155187.29","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tot",
"TAT","Transatlantic Petroleum Ltd","0.77","284058386.92","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat",
"TGA","Transglobe Energy Corp","6.02","444842710.76","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tga",
"TLP","Transmontaigne Partners L.P.","42.38","612690457.08","n/a","2005","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/tlp",
"RIG","Transocean Ltd.","49.99","18013719285.45","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rig",
"TPLM","Triangle Petroleum Corporation","7.24","408447524.96","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tplm",
"USEG","U.S. Energy Corp.","2.11","58410290.22","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/useg",
"UPL","Ultra Petroleum Corp.","20.78","3177892174.28","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/upl",
"ULBI","Ultralife Corporation","3.94","68788369.38","n/a","1992","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ulbi",
"UNT","Unit Corporation","44.6","2189136409.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/unt",
"EGY","Vaalco Energy Inc","6.38","369464524","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egy",
"VLO","Valero Energy Corporation","35.86","19556809340.2","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vlo",
"VNR","Vanguard Natural Resources LLC","27.07","2062294166.64","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnr",
"VTG","Vantage Drilling Company","1.81","546730815.44","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vtg",
"VET","Vermilion Energy Inc.","50.92","5157834620.76","n/a","1991","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vet",
"VOC","VOC Energy Trust","14.35","243950000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/voc",
"WTI","W&T Offshore, Inc.","15.29","1150566842.7","n/a","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wti",
"WLT","Walter Energy, Inc.","12.27","767755679.25","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/wlt",
"WRES","Warren Resources, Inc.","2.87","209123439.7","n/a","2004","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wres",
"WFT","Weatherford International, Ltd","14.27","10927506006.55","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wft",
"WNR","Western Refining, Inc.","29.26","2424269972.74","n/a","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/wnr",
"WLB","Westmoreland Coal Company","12.41","179482777.14","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/wlb",
"WLBPZ","Westmoreland Coal Company","29.99","4797200.4","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/wlbpz",
"WPRT","Westport Innovations Inc","31.94","1800679591.36","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wprt",
"WLL","Whiting Petroleum Corporation","48.51","5715961047.72","n/a","2003","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wll",
"WHX","Whiting USA Trust I","4.44","61555667.16","n/a","2008","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/whx",
"WHZ","Whiting USA Trust II","12.9","237360000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/whz",
"WG","Willbros Group, Inc.","7","347413255","n/a","1996","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/wg",
"WWD","Woodward, Inc.","41.35","2843186014.55","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wwd",
"INT","World Fuel Services Corporation","40.8","2963018400","n/a","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/int",
"WPX","WPX Energy, Inc.","19.85","3974537848.95","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wpx",
"WH","WSP Holdings Limited","3.09","63151942.98","n/a","2007","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/wh",
"YZC","Yanzhou Coal Mining Company Limited","7.18","3531411200","n/a","1998","Energy","Coal Mining","http://www.nasdaq.com/symbol/yzc",
"YPF","YPF Sociedad Anonima","15.24","5994086965.32","n/a","1993","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/ypf",
"ZAZA","ZaZa Energy Corporation","1.28","135102147.84","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/zaza",
"ZN","Zion Oil & Gas Inc","2.33","76450813.64","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/zn",
"ZOLT","Zoltek Companies, Inc.","13.81","474858714.35","n/a","1992","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/zolt",
